Sonderfall)";Energieträger;"Spezifizierung ""Mehrere Energieträger"" und ""Sonstige Energieträger"" - Hauptbrennstoff";"Spezifizierung ""Mehrere Energieträger"" - Zusatz- / Ersatzbrennstoffe";"Auswertung
Energieträger (Zuordnung zu einem Hauptenergieträger bei Mehreren Energieträgern)";"Vergütungsfähig nach EEG
(ja/nein)";"Wärmeauskopplung (KWK)
(ja/nein)";Netto-Nennleistung (elektrische Wirkleistung) in MW;Bezeichnung Verknüpfungspunkt (Schaltanlage) mit dem Stromnetz der Allgemeinen Versorgung gemäß Netzbetreiber;Netz- oder Umspannebene des Anschlusses in kV;Name Stromnetzbetreiber
BNA0013;Windpark Balkum-Thiene GmbH & Co. KG;;49594;Alfhausen ;;Niedersachsen;;2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;27,6;;MS;Westnetz GmbH
BNA1762;;WP Alpenrod;57642;Alpenrod;Flur 95 / Flurstück 7608/1;Rheinland-Pfalz;;2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;10;;;
BNA0014;Dortmunder Energie- und Wasserversorgung GmbH;Windpark Alsleben;6425;Alsleben (Saale);;Sachsen-Anhalt;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12;UW Klostermannsfeld / UW Schackstedt;110/20;Mitteldeutsche Netzgesellschaft Strom mbH
BNA1791;;Alt- Bennebek;24848;Alt Bennebek;Gem. Alt Bennebek, Fl. 3, Flst. 32;Schleswig-Holstein;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;15,3;;;
BNA0015;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestraße 11;Baden-Württemberg;ALT GT E (solo);1997;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;65;Altbach;110;Netze BW GmbH
BNA0016;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestraße 11;Baden-Württemberg;ALT GT A (Solo);1971;in Betrieb;Mehrere Energieträger;Erdgas;Mineralölprodukte;Erdgas;Nein;Nein;50;Altbach;110;Netze BW GmbH
BNA0017;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestraße 11;Baden-Württemberg;ALT GT B;1973;in Betrieb;Mehrere Energieträger;Erdgas;Mineralölprodukte;Erdgas;Nein;Nein;57;Altbach;110;Netze BW GmbH
BNA0018;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestraße 11;Baden-Württemberg;ALT GT C;1975;in Betrieb;Mehrere Energieträger;Erdgas;Mineralölprodukte;Erdgas;Nein;Nein;81;Altbach;110;Netze BW GmbH
BNA0019;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestraße 11;Baden-Württemberg;ALT HKW 2 (DT Solobetrieb);1997;in Betrieb;Steinkohle;;;Steinkohle;Nein;Ja;336;Altbach;380;Transnet BW GmbH
BNA0020;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestraße 11;Baden-Württemberg;ALT HKW 1;1985;in Betrieb;Steinkohle;;;Steinkohle;Nein;Ja;433;Altbach;380;Transnet BW GmbH
BNA1646;;WP Holtsee-Altenhof;24340;Altenhof;Gemarkung Altenhof, Flur 7, Flurstück 4/1;Schleswig-Holstein;;2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,8;;HS;Schleswig-Holstein Netz AG
BNA0021;Heizkraftwerk Altenstadt GmbH & Co. KG;HKW Altenstadt;86972;Altenstadt;Triebstraße 90;Bayern;;1999;in Betrieb;Biomasse;Holzhackschnitzel;;Biomasse;Ja;Nein;9,8;;MS;LEW Verteilnetz GmbH
BNA1100;Levanto 2 Portfolio GmbH & Co. KG ;Windpark Alterkülz-Spesenroth;56288;Alterkülz-Spesenroth;;Rheinland-Pfalz;;2008;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;14;;20;Westnetz GmbH
BNA0887e;Windpark Altes Lager GmbH & Co. KG;Windpark Altes Lager;14913;Altes Lager;;Brandenburg;;2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;36;;380;50Hertz Transmission GmbH
BNA0023;;;16775;Altlüdersdorf;;Brandenburg;;2003;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;25,7;;HS;E.DIS AG
BNA1679;;PV Wertachtal-Augsburg;86854;Amberg;Gemarkung Amberg, Flurstück 1550;Bayern;;2015;In Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;10;UW Gennach;MS;LEW Verteilnetz GmbH
BNA0024;TIWAG-Tiroler Wasserkraft AG;KW Amlach;A-9900;Amlach;;Österreich;Amlach;1989;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;60;UW Amlach;110;TIWAG-Netz AG/APG bzw. Tennet
BNA1291;IHKW Industrieheizkraftwerk Andernach GmbH;IHKW Andernach;56626;Andernach;Koblenzer Straße 141;Rheinland-Pfalz;;2009;in Betrieb;Abfall;;;Abfall;Nein;Ja;12,5;;20;ThyssenKrupp AG
BNA0025;Suiker Unie GmbH;Kesselhaus Zuckerfabrik;17389;Anklam;Bluthsluster Str. 24;Mecklenburg-Vorpommern;;1993;in Betrieb;Mehrere Energieträger;Erdgas;Erdgas;Erdgas;Nein;Ja;15,1;DE00100017389AS000000000001237294;20;E.DIS AG
BNA1101;ENERTRAG Aktiengesellschaft;ÜST Anklam;17389;Anklam;Demminer Landstrasse;Mecklenburg-Vorpommern;ÜST Anklam;1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,6;ÜST Anklam;20;E.DIS AG
BNA1458;Buchmann GmbH;;76855;Annweiler;Wasgaustraße 5;Rheinland-Pfalz;;1975;in Betrieb;Mehrere Energieträger;Erdgas;Schweröl;Erdgas;Nein;Ja;28;;20;Pfalzwerke Netz AG
BNA0026;Windpark Fehnland GmbH & Co. KG Renditefonds;;26689;Apen;;Niedersachsen;;2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;19,8;;HS/MS;EWE NETZ GmbH
BNA0027;Zellstoff Stendal GmbH;Zellstoff Stendal GmbH;39596;Arneburg;Goldbecker Straße 1;Sachsen-Anhalt;-;2004;in Betrieb;Biomasse;Ablauge aus Zellstoffproduktion, Rinde/Holzreste;Heinzoel, Erdgas;Biomasse;Ja;ja;138,9;"DE0075603959600000E00000000013559
DE0075603959600000E00000000013560
DE0075603959600000E00000000013561";30;Infrastrukturbetrieb der Stadt Arneburg
BNA0028a;SachsenFonds GmbH & Co. Windpark I KG;;39596;Arneburg;;Sachsen-Anhalt;;2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;31,5;UW Arneburg;20;Avacon AG
BNA0028b;;;39596;Arneburg;;Sachsen-Anhalt;;2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;85,5;;MS;Avacon AG
BNA1331;Reno De Medici Arnsberg GmbH;Reno De Medici;59821;Arnsberg;Hellefelderstr. 51;Nordrhein-Westfalen;HD - Kraftwerk;1923;in Betrieb;Steinkohle;;;Steinkohle;Nein;ja;19;DE00018144139;30 auf 6;Westnetz GmbH
BNA0029;ESK Solarenergie GmbH & Co. KG;Solarpark Petzenbach;94424;Arnstorf;;Bayern;;2010;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;10;UW Arnstorf;20;Bayernwerk AG
BNA0030;e.disnatur Erneuerbare Energien GmbH;;6556;Artern;;Thüringen;;2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12;;HS/MS;Mitteldeutsche Netzgesellschaft Strom mbH
BNA1477;PROKON Regenerative Energien GmbH;WP Koßdorf;4886;Arzberg;Elbstraße 1;Sachsen;;2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;16,5;UW Arzberg;110;Mitteldeutsche Netzgesellschaft Strom mbH
BNA1732;;Windpark Korbersdorf-Seußen;95659;Arzberg;FlSt. 519, Gemarkung Korbersdorf-Seußen;Bayern;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12;;;
BNA1337b;DS Smith Paper Deutschland GmbH;Blockheizkraftwerk 1;63741;Aschaffenburg;Weichertstr. 7;Bayern;Blockheizkraftwerk 1;2005;in Betrieb;Biomasse;Biogas;;Biomasse;Ja;ja;1,1;;20;Aschaffenburger Versorgungs GmbH 
BNA1337c;DS Smith Paper Deutschland GmbH;Blockheizkraftwerk 2;63741;Aschaffenburg;Weichertstr. 7;Bayern;Blockheizkraftwerk 2;2010;in Betrieb;Biomasse;Biogas;;Biomasse;Ja;ja;0,8;;20;Aschaffenburger Versorgungs GmbH 
BNA1337e;DS Smith Paper Deutschland GmbH;GuD-Anlage;63741;Aschaffenburg;Weichertstr. 7;Bayern;GuD-Anlage;2013;in Betrieb;Mehrere Energieträger;Erdgas;Biogas;Erdgas;Nein;Ja;47;;20;Aschaffenburger Versorgungs GmbH 
BNA1337d;DS Smith Paper Deutschland GmbH;Notstromdiesel;63741;Aschaffenburg;Weichertstr. 7;Bayern;Notstromdiesel;1991;in Betrieb;Mineralölprodukte;Diesel;;Mineralölprodukte;Nein;;0,5;;20;Aschaffenburger Versorgungs GmbH 
BNA1102;Lister- und Lennekraftwerke GmbH;Bigge;57439;Attendorn;;Nordrhein-Westfalen;;1965;in Betrieb;Speicherwasser (ohne Pumpspeicher);;;Speicherwasser (ohne Pumpspeicher);Nein;Nein;15;Biggekraftwerk;10;BIGGE ENERGIE GmbH & Co. KG
BNA1295;AVA Abfallverwertung Augsburg GmbH;AVA GmbH;86167;Augsburg;Am Mittleren Moos 60;Bayern;AHKW;1993;in Betrieb;Abfall;;;Abfall;Nein;ja;10;V0 BBC06;10;Netze Augsburg GmbH
BNA1103;UPM GmbH;UPM Augsburg;86153;Augsburg;Georg-Heindl-Strasse 4;Bayern;Dampfturbine 3;1966;Gesetzlich an Stilllegung gehindert;Erdgas;;;Erdgas;Nein;Ja;29;;10;Stadtwerke Augsburg
BNA0033;Stadtwerke Augsburg Energie GmbH;Gasturbine;86165;Augsburg ;Beim Grenzgraben 10;Bayern;GT;2004;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;28,8;Station 1000;110;Netze Augsburg GmbH
BNA1104;Stadtwerke Augsburg Energie GmbH;Heizkraftwerk;86152;Augsburg ;Franziskanergasse 9;Bayern;T2;1976;Gesetzlich an Stilllegung gehindert;Mehrere Energieträger;Erdgas;Heizöl;Erdgas;Nein;Ja;18;Station 316/318;10;Netze Augsburg GmbH
BNA0034;Bürgerwindpark Königsmoor GmbH & Co KG;;26607;Aurich;;Niedersachsen;;2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;19,5;;HS/MS;EWE NETZ GmbH
BNA0035;;;26607;Aurich;;Niedersachsen;;2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;14,4;;HS/MS;EWE NETZ GmbH
BNA0036;;;39393;Ausleben;;Sachsen-Anhalt;;1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;15,9;;MS;Avacon AG
BNA0037;;;39393;Ausleben;;Sachsen-Anhalt;;2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12;;MS;Avacon AG
BNA0038;;;39393;Ausleben;;Sachsen-Anhalt;;1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;10;;MS;Avacon AG
BNA1563;RWE International S.E.;OWP Nordsee Ost;;AWZ, 33 km nördlich Helgoland;AWZ, 33 km nördlich Helgoland;AWZ;;2014;in Betrieb;Windenergie (Offshore-Anlage);;;Windenergie (Offshore-Anlage);Ja;Nein;295,2;;HS/MS;TenneT TSO GmbH
BNA1350;;;6388;Baasdorf;Feldstraße 5;Sachsen-Anhalt;;2010;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;12,7;;;Mitteldeutsche Netzgesellschaft Strom mbH
BNA1710;;Windpark Lahn-Dill-Bergland-Mitte;35080;Bad Endbach;Gemarkung Günterod, Flur 28, Flurstück 465/329;Hessen;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;21,4;;;
BNA1610;;Windpark Hilsberg;35080;Bad Endbach  - Bottenhorn;;Hessen;;2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;15,3;;MS;EnergieNetz Mitte GmbH
BNA0042;Innwerk AG;Egglfing;94072;Bad Füssing;Am Innwerk 13;Bayern;Egglfing;1944;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;40,4;Schaltanlage vor Ort;110;Bayernwerk AG
BNA1593;;Windpark Bad Hersfeld Wehneberg;36251;Bad Hersfeld;;Hessen;;2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;15,2;;MS;EnergieNetz Mitte GmbH
BNA1507;"Michelin Reifenwerke AG & Co. KGaA 
Standort Bad Kreuznach";;55543;Bad Kreuznach;Michelinstr. 1;Rheinland-Pfalz;;2006;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;10,7;;20;Westnetz GmbH
BNA0043;Treuhänder: EEV Erneuerbare Energien Verwaltungs GmbH Dresden;;99947;Bad Langensalza;;Thüringen;;1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;32,5;UW Bad Langensalza Trafo 104;HS;TEN Thüringer Energienetze GmbH
BNA0044a;ENERCON Windpark GmbH & Co. Wiegleben KG;Windpark Wiegleben;99947;Bad Langensalza;;Thüringen;;2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;9;;20;TEN Thüringer Energienetze GmbH
BNA1484;Treuhänder: EEV Erneuerbare Energien Verwaltungs GmbH Dresden;UW Langensalza II;99947;Bad Langensalza;;Thüringen;;2012;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;50,3;UW Bad Langensalza Trafo 105;110;TEN Thüringer Energienetze GmbH
BNA0045;"EnBW Energie Baden-Württemberg AG /
Energiedienst AG";Rheinkraftwerk Säckingen;79713;Bad Säckingen;Murger Weg 2;Baden-Württemberg;Säckingen;1959;in Betrieb;Laufwasser;;;Laufwasser;Nein;nein;36,8;Säckingen bzw. CH;110;Netze BW GmbH
BNA0046;Schluchseewerk Aktiengesellschaft;Säckingen;79713;Bad Säckingen;Stollenweg 2;Baden-Württemberg;Säckingen;1966;in Betrieb;Pumpspeicher;;;Pumpspeicher;Nein;Nein;360;Kühmoos;220;Amprion/Transnet BW
BNA0047;EREM European Renewable Energy Management GmbH & Co. 8.German Wind KG;;32108;Bad Salzuflen;;Nordrhein-Westfalen;;2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;10,5;;MS;Westfalen Weser Netz GmbH
BNA1105;Thüringer Energie AG;HKW Bad Salzungen;36433;Bad Salzungen;;Thüringen;HKW Bad Salzungen;1994;in Betrieb;Mehrere Energieträger;EG;HEL;Erdgas;Nein;Ja;9,7;UW Bad Salzungen;20;TEN Thüringer Energienetze GmbH
BNA0048;InvestInvent 16. Windpark GmbH & Co. KG;;63628;Bad Soden-Salmünster;;Hessen;;2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18;;HS/MS;OsthessenNetz GmbH
BNA0049;Windpark Büren GmbH & Co. KG;;33181;Bad Wünnenberg;;Nordrhein-Westfalen;;2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;10;;HS;Westnetz GmbH
BNA1755;;Windpark Kittelbusch;33181;Bad Wünnenberg;"Gemarkung:Helmern; Flur 6; Flurstück: 1";Nordrhein-Westfalen;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12;;;
BNA1756;;Windpark Haaren-Leiberg IV (Erweiterung);33181;Bad Wünnenberg;"Gemarkung: Leiberg; Flur: 5; Flurstück: 147";Nordrhein-Westfalen;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;10,7;;;
BNA0050;;;39624;Badel;;Sachsen-Anhalt;;2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;16,5;;HS;HSN Magdeburg GmbH
BNA0051;Cargill Deutschland GmbH;KWK-Anlage Barby;39249;Barby;Monplaisirstr. 22;Sachsen-Anhalt;-;2013;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;17,8;Übergabe Schaltanlage E.ON;20;Avacon AG
BNA1521;Solarkraftwerk Barderup GmbH & Co. KG;Solarkraftwerk Barderup;24988;Barderup;;Schleswig-Holstein;;2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;Nein;22,8;UW Barderup Schaltfeld E01 am Mast 14 im Stromkreis Flensburg - Weding grün;110;Schleswig-Holstein Netz AG
BNA0052;;;39179;Barleben;;Sachsen-Anhalt;;2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;10,8;;MS;Avacon AG
BNA1661;;Bürgerwindpark Barlt Ost;25719;Barlt;Flur 8 Flurstück 45/1;Schleswig-Holstein;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);ja;;22,2;;HS/MS;Schleswig-Holstein Netz AG
BNA1790;;BBE Windpark GmbH &Co. KG;25719;Barlt;Gemarkung Barlt ,Flur 10, Flurstück14;Schleswig-Holstein;;2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;15,3;;;
BNA0053;;;30890;Barsinghausen;;Niedersachsen;;2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;16,9;;MS;Avacon AG
BNA0054;RWE International S.E.;RWE Innogy Brise Windparkbetriebsgesellschaft mbH;27383;Bartelsdorf;;Niedersachsen;Bartelsdorf;2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;32;UW Rotenburg;20;EWE NETZ GmbH
BNA1390;Solarparc AG;Barth;18356;Barth;Flur 24, Flurstücke NN 61, NN 62, NN 63;Mecklenburg-Vorpommern;;2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;10,3;;;E.DIS AG
BNA1418;;;18356;Barth;an der L23 Flur:2/1,44,46/1,41/4,1/17,36/1;Mecklenburg-Vorpommern;;2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;31,6;;;Stadtwerke Barth GmbH
BNA0055;Pfleiderer Baruth GmbH;UTB;15837;Baruth/Mark;An der Birkenpfuhlheide 3;Brandenburg;;2002;in Betrieb;Biomasse;Holz;"Holz;Gas";Biomasse;Ja;Ja;16;UTB/Eon-edis ;20;E.DIS AG
BNA0057;ENERTRAG Aktiengesellschaft;UW Basedow;17291;Basedow;"Gemarkung Klinkow, 
Flur 1, Flurstück 109";Brandenburg;UW Basedow;2009;in Betrieb;Windenergie (Onshore-Anlage);;Solar;Windenergie (Onshore-Anlage);Ja;;21,9;UW Basedow;110;E.DIS AG
BNA0058;BHT-Windpark GmbH & Co. Hollwedel KG;;27211;Bassum;;Niedersachsen;;2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;14;;MS;Avacon AG
BNA1384;;;18246;Baumgarten;Gemarkung Wendorf, Flur 1, Flurstücke 39/2 & 45/3 & 47;Mecklenburg-Vorpommern;;2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;11,3;;;WEMAG Netz GmbH
BNA0059b;Volkswagen AG;GuD Baunatal, VW Werksgelände;34225;Baunatal;;Hessen;;2013;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;78;UW Rengershausen;110;Avacon AG
